DATE,DGS6MO,DTB1YR,DGS5,DGS10
2020/3/27,0.02,0.11,0.41,0.72
2020/3/30,0.12,0.14,0.39,0.7
2020/3/31,0.15,0.17,0.37,0.7
2020/4/1,0.14,0.16,0.37,0.62
2020/4/2,0.15,0.14,0.39,0.63
2020/4/3,0.15,0.15,0.39,0.62
2020/4/6,0.17,0.19,0.44,0.67
2020/4/7,0.2,0.19,0.48,0.75
2020/4/8,0.24,0.23,0.47,0.77
2020/4/9,0.24,0.25,0.41,0.73
2020/4/13,0.27,0.27,0.44,0.76
2020/4/14,0.24,0.25,0.42,0.76
2020/4/15,0.19,0.19,0.34,0.63
2020/4/16,0.18,0.17,0.35,0.61
2020/4/17,0.16,0.16,0.36,0.65
2020/4/20,0.15,0.15,0.35,0.63
2020/4/21,0.14,0.17,0.34,0.58
2020/4/22,0.14,0.16,0.37,0.63
2020/4/23,0.14,0.17,0.37,0.61
2020/4/24,0.14,0.18,0.36,0.6
2020/4/27,0.15,0.17,0.41,0.67
2020/4/28,0.13,0.16,0.37,0.62
2020/4/29,0.12,0.18,0.36,0.63
2020/4/30,0.11,0.16,0.36,0.64
2020/5/1,0.12,0.17,0.36,0.64
2020/5/4,0.14,0.16,0.36,0.64
2020/5/5,0.15,0.16,0.36,0.66
2020/5/6,0.16,0.16,0.37,0.72
2020/5/7,0.14,0.15,0.29,0.63
2020/5/8,0.15,0.15,0.33,0.69
2020/5/11,0.16,0.16,0.36,0.73
2020/5/12,0.16,0.16,0.34,0.69
2020/5/13,0.15,0.15,0.31,0.64
2020/5/14,0.15,0.15,0.31,0.63
2020/5/15,0.15,0.15,0.31,0.64
2020/5/18,0.15,0.17,0.38,0.73
2020/5/19,0.15,0.16,0.35,0.7
2020/5/20,0.14,0.16,0.34,0.68
2020/5/21,0.14,0.16,0.35,0.68
2020/5/22,0.16,0.17,0.34,0.66
2020/5/26,0.17,0.17,0.35,0.69
2020/5/27,0.17,0.18,0.34,0.68
2020/5/28,0.18,0.17,0.34,0.7
2020/5/29,0.18,0.17,0.3,0.65
2020/6/1,0.18,0.17,0.31,0.66
2020/6/2,0.18,0.17,0.32,0.68
2020/6/3,0.19,0.17,0.38,0.77
2020/6/4,0.18,0.17,0.4,0.82
2020/6/5,0.18,0.18,0.47,0.91
2020/6/8,0.19,0.19,0.45,0.88
2020/6/9,0.19,0.19,0.4,0.84
2020/6/10,0.19,0.18,0.33,0.75
2020/6/11,0.18,0.19,0.32,0.66
2020/6/12,0.18,0.18,0.33,0.71
2020/6/15,0.19,0.17,0.33,0.71
2020/6/16,0.19,0.18,0.34,0.75
2020/6/17,0.18,0.19,0.34,0.74
2020/6/18,0.17,0.19,0.34,0.71
2020/6/19,0.17,0.18,0.33,0.7
2020/6/22,0.18,0.17,0.34,0.71
2020/6/23,0.17,0.18,0.33,0.72
2020/6/24,0.17,0.17,0.33,0.69
2020/6/25,0.17,0.17,0.32,0.68
2020/6/26,0.17,0.17,0.3,0.64
2020/6/29,0.18,0.16,0.28,0.64
2020/6/30,0.18,0.16,0.29,0.66
2020/7/1,0.17,0.16,0.31,0.69
2020/7/2,0.16,0.16,0.29,0.68
2020/7/6,0.16,0.16,0.31,0.69
2020/7/7,0.17,0.15,0.29,0.65
2020/7/8,0.17,0.15,0.3,0.67
2020/7/9,0.16,0.15,0.28,0.62
2020/7/10,0.15,0.15,0.3,0.65
2020/7/13,0.15,0.16,0.3,0.64
2020/7/14,0.14,0.17,0.28,0.63
2020/7/15,0.15,0.15,0.28,0.64
2020/7/16,0.13,0.14,0.28,0.62
2020/7/17,0.13,0.14,0.29,0.64
2020/7/20,0.14,0.14,0.29,0.62
2020/7/21,0.13,0.15,0.27,0.61
2020/7/22,0.14,0.14,0.27,0.6
2020/7/23,0.13,0.14,0.27,0.59
2020/7/24,0.14,0.16,0.27,0.59
2020/7/27,0.14,0.14,0.3,0.62
2020/7/28,0.12,0.14,0.26,0.59
2020/7/29,0.12,0.13,0.25,0.58
2020/7/30,0.11,0.11,0.23,0.55
2020/7/31,0.1,0.11,0.21,0.55
2020/8/3,0.11,0.12,0.22,0.56
2020/8/4,0.11,0.14,0.19,0.52
2020/8/5,0.12,0.12,0.22,0.55
2020/8/6,0.11,0.14,0.21,0.55
2020/8/7,0.12,0.14,0.23,0.57
2020/8/10,0.13,0.13,0.24,0.59
2020/8/11,0.12,0.15,0.27,0.64
2020/8/12,0.12,0.13,0.3,0.69
2020/8/13,0.12,0.14,0.32,0.71
2020/8/14,0.12,0.13,0.29,0.71
2020/8/17,0.12,0.13,0.29,0.69
2020/8/18,0.13,0.13,0.27,0.67
2020/8/19,0.12,0.13,0.29,0.68
2020/8/20,0.13,0.12,0.26,0.65
2020/8/21,0.12,0.13,0.27,0.64
2020/8/24,0.12,0.14,0.28,0.65
2020/8/25,0.12,0.13,0.3,0.69
2020/8/26,0.12,0.12,0.28,0.69
2020/8/27,0.11,0.13,0.31,0.74
2020/8/28,0.11,0.12,0.28,0.74
2020/8/31,0.13,0.12,0.28,0.72
2020/9/1,0.13,0.12,0.26,0.68
2020/9/2,0.12,0.13,0.26,0.66
2020/9/3,0.12,0.12,0.24,0.63
2020/9/4,0.12,0.13,0.3,0.72
2020/9/8,0.14,0.15,0.28,0.69
2020/9/9,0.14,0.14,0.28,0.71
2020/9/10,0.12,0.15,0.26,0.68
2020/9/11,0.12,0.13,0.26,0.67
2020/9/14,0.13,0.14,0.27,0.68
2020/9/15,0.12,0.13,0.27,0.68
2020/9/16,0.12,0.12,0.28,0.69
2020/9/17,0.11,0.12,0.28,0.69
2020/9/18,0.12,0.13,0.29,0.7
2020/9/21,0.11,0.12,0.27,0.68
2020/9/22,0.11,0.12,0.27,0.68
2020/9/23,0.11,0.13,0.28,0.68
2020/9/24,0.11,0.12,0.27,0.67
2020/9/25,0.11,0.12,0.26,0.66
2020/9/28,0.11,0.12,0.26,0.67
2020/9/29,0.11,0.12,0.24,0.66
2020/9/30,0.11,0.12,0.28,0.69
2020/10/1,0.1,0.12,0.27,0.68
2020/10/2,0.11,0.12,0.28,0.7
2020/10/5,0.11,0.12,0.33,0.78
2020/10/6,0.11,0.14,0.32,0.76
2020/10/7,0.12,0.13,0.35,0.81
2020/10/8,0.12,0.13,0.33,0.78
2020/10/9,0.12,0.15,0.34,0.79
2020/10/13,0.12,0.13,0.31,0.74
2020/10/14,0.12,0.13,0.3,0.73
2020/10/15,0.12,0.12,0.32,0.74
2020/10/16,0.12,0.12,0.32,0.76
2020/10/19,0.11,0.13,0.34,0.78
2020/10/20,0.12,0.13,0.34,0.81
2020/10/21,0.12,0.13,0.36,0.83
2020/10/22,0.11,0.13,0.38,0.87
2020/10/23,0.11,0.12,0.37,0.85
2020/10/26,0.12,0.12,0.35,0.81
2020/10/27,0.11,0.12,0.34,0.79
2020/10/28,0.11,0.12,0.34,0.79
2020/10/29,0.1,0.12,0.38,0.85
2020/10/30,0.11,0.13,0.38,0.88
2020/11/2,0.11,0.13,0.38,0.87
2020/11/3,0.12,0.14,0.39,0.9
2020/11/4,0.1,0.12,0.33,0.78
2020/11/5,0.1,0.12,0.33,0.79
2020/11/6,0.11,0.12,0.36,0.83
2020/11/9,0.11,0.12,0.44,0.96
2020/11/10,0.11,0.12,0.46,0.98
2020/11/12,0.1,0.13,0.4,0.88
2020/11/13,0.1,0.12,0.41,0.89
2020/11/16,0.12,0.12,0.41,0.91
2020/11/17,0.1,0.12,0.39,0.87
2020/11/18,0.1,0.11,0.4,0.88
2020/11/19,0.1,0.11,0.39,0.86
2020/11/20,0.1,0.11,0.38,0.83
2020/11/23,0.08,0.1,0.39,0.86
2020/11/24,0.1,0.11,0.39,0.88
2020/11/25,0.09,0.11,0.39,0.88
2020/11/27,0.1,0.11,0.37,0.84
2020/11/30,0.09,0.11,0.36,0.84
2020/12/1,0.1,0.12,0.42,0.92
2020/12/2,0.1,0.11,0.42,0.95
2020/12/3,0.09,0.1,0.4,0.92
2020/12/4,0.1,0.11,0.42,0.97
2020/12/7,0.1,0.1,0.4,0.94
2020/12/8,0.09,0.1,0.39,0.92
2020/12/9,0.09,0.1,0.41,0.95
2020/12/10,0.09,0.1,0.39,0.92
2020/12/11,0.08,0.1,0.37,0.9
2020/12/14,0.08,0.1,0.37,0.9
2020/12/15,0.08,0.09,0.37,0.92
2020/12/16,0.09,0.09,0.37,0.92
2020/12/17,0.09,0.09,0.38,0.94
2020/12/18,0.09,0.09,0.39,0.95
2020/12/21,0.09,0.09,0.39,0.95
2020/12/22,0.09,0.09,0.37,0.93
2020/12/23,0.09,0.09,0.38,0.96
2020/12/24,0.09,0.1,0.37,0.94
2020/12/28,0.11,0.11,0.38,0.94
2020/12/29,0.12,0.11,0.37,0.94
2020/12/30,0.09,0.12,0.37,0.93
2020/12/31,0.09,0.1,0.36,0.93
2021/1/4,0.09,0.1,0.36,0.93
2021/1/5,0.09,0.1,0.38,0.96
2021/1/6,0.09,0.11,0.43,1.04
2021/1/7,0.09,0.11,0.46,1.08
2021/1/8,0.09,0.1,0.49,1.13
2021/1/11,0.1,0.1,0.5,1.15
2021/1/12,0.09,0.11,0.5,1.15
2021/1/13,0.1,0.12,0.48,1.1
2021/1/14,0.09,0.1,0.49,1.15
2021/1/15,0.1,0.1,0.46,1.11
2021/1/19,0.11,0.1,0.45,1.1
2021/1/20,0.1,0.1,0.45,1.1
2021/1/21,0.09,0.1,0.45,1.12
2021/1/22,0.1,0.1,0.44,1.1
2021/1/25,0.09,0.1,0.42,1.05
2021/1/26,0.09,0.09,0.42,1.05
2021/1/27,0.09,0.09,0.41,1.04
2021/1/28,0.08,0.08,0.42,1.07
2021/1/29,0.07,0.1,0.45,1.11
2021/2/1,0.08,0.08,0.42,1.09
2021/2/2,0.08,0.08,0.45,1.12
2021/2/3,0.06,0.08,0.46,1.15
2021/2/4,0.06,0.07,0.46,1.15
2021/2/5,0.05,0.06,0.47,1.19
2021/2/8,0.05,0.07,0.48,1.19
2021/2/9,0.06,0.07,0.48,1.18
2021/2/10,0.06,0.07,0.46,1.15
2021/2/11,0.06,0.07,0.46,1.16
2021/2/12,0.05,0.06,0.5,1.2
2021/2/16,0.06,0.08,0.57,1.3
2021/2/17,0.06,0.07,0.57,1.29
2021/2/18,0.04,0.06,0.56,1.29
2021/2/19,0.06,0.07,0.59,1.34
2021/2/22,0.04,0.06,0.61,1.37
2021/2/23,0.05,0.08,0.59,1.37
2021/2/24,0.05,0.08,0.62,1.38
2021/2/25,0.06,0.09,0.81,1.54
2021/2/26,0.05,0.08,0.75,1.44
2021/3/1,0.07,0.08,0.71,1.45
2021/3/2,0.06,0.08,0.67,1.42
2021/3/3,0.07,0.08,0.73,1.47
2021/3/4,0.07,0.08,0.77,1.54
2021/3/5,0.07,0.08,0.79,1.56
2021/3/8,0.06,0.09,0.86,1.59
2021/3/9,0.07,0.1,0.83,1.55
2021/3/10,0.06,0.08,0.8,1.53
2021/3/11,0.05,0.08,0.78,1.54
2021/3/12,0.06,0.09,0.85,1.64
2021/3/15,0.06,0.08,0.84,1.62
2021/3/16,0.06,0.07,0.83,1.62
2021/3/17,0.05,0.07,0.8,1.63
2021/3/18,0.03,0.07,0.86,1.71
2021/3/19,0.03,0.06,0.9,1.74
2021/3/22,0.05,0.06,0.87,1.69
2021/3/23,0.04,0.08,0.83,1.63
2021/3/24,0.04,0.07,0.83,1.62
2021/3/25,0.04,0.07,0.82,1.63
2021/3/26,0.04,0.06,0.85,1.67
2021/3/29,0.04,0.06,0.89,1.73
2021/3/30,0.04,0.06,0.9,1.73
2021/3/31,0.05,0.07,0.92,1.74
2021/4/1,0.04,0.06,0.9,1.69
2021/4/2,0.04,0.07,0.97,1.72
2021/4/5,0.04,0.06,0.94,1.73
2021/4/6,0.04,0.06,0.88,1.67
2021/4/7,0.04,0.06,0.87,1.68
2021/4/8,0.04,0.05,0.85,1.64
2021/4/9,0.03,0.06,0.87,1.67
2021/4/12,0.04,0.06,0.89,1.69
2021/4/13,0.05,0.06,0.85,1.64
2021/4/14,0.04,0.06,0.87,1.64
2021/4/15,0.04,0.06,0.81,1.56
2021/4/16,0.04,0.06,0.84,1.59
2021/4/19,0.04,0.07,0.85,1.61
2021/4/20,0.04,0.07,0.81,1.58
2021/4/21,0.04,0.07,0.81,1.57
2021/4/22,0.04,0.06,0.81,1.57
2021/4/23,0.03,0.07,0.83,1.58
2021/4/26,0.04,0.06,0.85,1.58
2021/4/27,0.04,0.06,0.88,1.63
2021/4/28,0.04,0.05,0.86,1.63
2021/4/29,0.04,0.05,0.86,1.65
2021/4/30,0.03,0.05,0.86,1.65
2021/5/3,0.04,0.06,0.84,1.63
2021/5/4,0.04,0.06,0.82,1.61
2021/5/5,0.04,0.06,0.8,1.59
2021/5/6,0.04,0.05,0.81,1.58
2021/5/7,0.04,0.05,0.77,1.6
2021/5/10,0.04,0.05,0.8,1.63
2021/5/11,0.04,0.05,0.8,1.64
2021/5/12,0.04,0.05,0.87,1.69
2021/5/13,0.03,0.05,0.84,1.66
2021/5/14,0.03,0.05,0.82,1.63
2021/5/17,0.04,0.05,0.84,1.64
2021/5/18,0.03,0.06,0.83,1.64
2021/5/19,0.03,0.05,0.87,1.68
2021/5/20,0.03,0.05,0.83,1.63
2021/5/21,0.02,0.04,0.84,1.63
2021/5/24,0.03,0.04,0.82,1.61
2021/5/25,0.04,0.04,0.79,1.56
2021/5/26,0.04,0.04,0.8,1.58
2021/5/27,0.04,0.04,0.81,1.61
2021/5/28,0.03,0.05,0.79,1.58
2021/6/1,0.04,0.04,0.81,1.62
2021/6/2,0.04,0.05,0.8,1.59
2021/6/3,0.04,0.04,0.84,1.63
2021/6/4,0.04,0.05,0.78,1.56
2021/6/7,0.04,0.05,0.79,1.57
2021/6/8,0.04,0.05,0.77,1.53
2021/6/9,0.04,0.05,0.75,1.5
2021/6/10,0.04,0.05,0.73,1.45
2021/6/11,0.04,0.05,0.76,1.47
2021/6/14,0.05,0.05,0.8,1.51
2021/6/15,0.05,0.08,0.79,1.51
2021/6/16,0.06,0.08,0.89,1.57
2021/6/17,0.06,0.08,0.9,1.52
2021/6/18,0.06,0.09,0.89,1.45
2021/6/21,0.06,0.09,0.9,1.5
2021/6/22,0.06,0.09,0.87,1.48
2021/6/23,0.05,0.08,0.9,1.5
2021/6/24,0.05,0.08,0.9,1.49
2021/6/25,0.06,0.08,0.92,1.54
2021/6/28,0.06,0.08,0.9,1.49
2021/6/29,0.06,0.07,0.89,1.49
2021/6/30,0.06,0.07,0.87,1.45
2021/7/1,0.05,0.08,0.89,1.48
2021/7/2,0.05,0.07,0.86,1.44
2021/7/6,0.06,0.07,0.81,1.37
2021/7/7,0.05,0.07,0.79,1.33
2021/7/8,0.06,0.07,0.74,1.3
2021/7/9,0.05,0.07,0.79,1.37
2021/7/12,0.06,0.07,0.81,1.38
2021/7/13,0.06,0.08,0.85,1.42
2021/7/14,0.05,0.08,0.8,1.37
2021/7/15,0.05,0.07,0.78,1.31
2021/7/16,0.05,0.08,0.79,1.31
2021/7/19,0.06,0.07,0.7,1.19
2021/7/20,0.06,0.08,0.69,1.23
2021/7/21,0.05,0.07,0.74,1.3
2021/7/22,0.05,0.07,0.71,1.27
2021/7/23,0.05,0.07,0.72,1.3
2021/7/26,0.06,0.08,0.73,1.29
2021/7/27,0.05,0.07,0.71,1.25
2021/7/28,0.05,0.07,0.72,1.26
2021/7/29,0.05,0.07,0.73,1.28
2021/7/30,0.05,0.07,0.69,1.24
2021/8/2,0.06,0.07,0.66,1.2
2021/8/3,0.06,0.07,0.65,1.19
2021/8/4,0.05,0.07,0.67,1.19
2021/8/5,0.06,0.08,0.72,1.23
2021/8/6,0.06,0.08,0.77,1.31
2021/8/9,0.06,0.07,0.79,1.33
2021/8/10,0.05,0.08,0.82,1.36
2021/8/11,0.06,0.08,0.81,1.35
2021/8/12,0.06,0.09,0.83,1.36
2021/8/13,0.05,0.08,0.79,1.29
2021/8/16,0.05,0.08,0.75,1.26
2021/8/17,0.06,0.07,0.77,1.26
2021/8/18,0.05,0.07,0.79,1.27
2021/8/19,0.05,0.06,0.78,1.24
2021/8/20,0.05,0.06,0.8,1.26
2021/8/23,0.06,0.07,0.78,1.25
2021/8/24,0.05,0.06,0.8,1.29
2021/8/25,0.06,0.07,0.84,1.35
2021/8/26,0.06,0.06,0.84,1.34
2021/8/27,0.05,0.07,0.79,1.31
2021/8/30,0.05,0.07,0.77,1.29
2021/8/31,0.06,0.07,0.77,1.3
2021/9/1,0.06,0.07,0.78,1.31
2021/9/2,0.06,0.07,0.78,1.29
2021/9/3,0.05,0.07,0.78,1.33
2021/9/7,0.06,0.08,0.82,1.38
2021/9/8,0.06,0.08,0.81,1.35
2021/9/9,0.05,0.07,0.79,1.3
2021/9/10,0.06,0.08,0.82,1.35
2021/9/13,0.06,0.07,0.81,1.33
2021/9/14,0.05,0.07,0.79,1.28
2021/9/15,0.05,0.07,0.81,1.31
2021/9/16,0.05,0.07,0.84,1.34
2021/9/17,0.05,0.07,0.88,1.37
2021/9/20,0.05,0.07,0.83,1.31
2021/9/21,0.04,0.07,0.84,1.33
2021/9/22,0.05,0.08,0.86,1.32
2021/9/23,0.04,0.07,0.94,1.41
2021/9/24,0.05,0.07,0.97,1.47
2021/9/27,0.05,0.08,0.98,1.48
2021/9/28,0.06,0.08,1.02,1.54
2021/9/29,0.05,0.08,1.01,1.55
2021/9/30,0.05,0.08,0.98,1.52
2021/10/1,0.05,0.08,0.93,1.48
2021/10/4,0.06,0.08,0.95,1.49
2021/10/5,0.06,0.09,0.98,1.54
2021/10/6,0.06,0.1,0.99,1.53
2021/10/7,0.06,0.1,1.02,1.58
2021/10/8,0.07,0.09,1.05,1.61
2021/10/12,0.06,0.1,1.08,1.59
2021/10/13,0.06,0.1,1.09,1.56
2021/10/14,0.06,0.09,1.05,1.52
2021/10/15,0.06,0.11,1.13,1.59
2021/10/18,0.06,0.1,1.16,1.59
2021/10/19,0.06,0.1,1.17,1.65
